,IdentityCard_Num,Avg_environmental_importance,Avg_government_satisfaction,Avg_education_importance,Avg_monthly_expense_on_pets_or_plants,Avg_Residancy_Altitude,Yearly_ExpensesK,Weighted_education_rank,Number_of_valued_Kneset_members,Most_Important_Issue_Education,Most_Important_Issue_Financial,Most_Important_Issue_Social,Most_Important_Issue_Healthcare,Most_Important_Issue_Other,Most_Important_Issue_Environment,Most_Important_Issue_Military,Most_Important_Issue_Foreign_Affairs
141,142,-0.35422159026151284,-0.5510034718563896,-0.371265159051446,-0.3712039062650804,-1.742637212644748,0.9991427346763824,-0.2686613884990334,1.866775585355907,1,0,0,0,0,0,0,0
142,143,-0.7034946031628408,-0.4876926892758458,-0.6572056380400472,-1.0538812786683536,0.2983915930614317,-0.5662237462494641,0.0785994701888727,-0.6629265010409007,0,0,0,0,0,1,0,0
143,144,0.2606742096155477,0.06127752314551598,-0.2922966615048781,0.7186440237448591,-1.5503825825344177,0.8516930990141449,-1.1078386563843587,-1.0243125133833018,0,0,0,1,0,0,0,0
144,145,-1.2237862779491062,-0.0863637375092719,-0.10940620578615627,-0.6068262179068793,-0.29029506502833885,0.45677953993427645,0.3034796824450774,-0.6629265010409007,0,0,0,0,1,0,0,0
145,146,-0.6389822067104116,0.45777369770380966,1.004067214903639,-0.6210042546857899,-1.5198304901525437,0.8282611801685955,-0.004414398101638767,1.5053895730135058,0,0,0,0,0,1,0,0
146,147,-0.06798540095775225,-0.2041732966350971,0.7112350447451997,0.010056681612303709,-0.27166574040524494,0.44249178454064886,-0.5252248659329216,0.05984552364390145,0,0,0,0,1,0,0,0
147,148,0.09848191954407552,-0.42631425728945394,-0.19460627513454773,-0.21726384831311796,-0.3007274868172715,-0.10672953279039854,-0.696235719048374,0.42123153598630253,0,0,1,0,0,0,0,0
148,149,0.807662981672453,0.7389911435234022,-0.010799821661195131,-0.5006008934964871,-0.9661669623541898,0.9751393056150879,-0.9010646207545857,-0.30154048869849964,0,0,0,0,0,0,0,1
149,150,0.44909720021745286,0.01914618167325567,-0.09660494167634615,0.28215532484952416,0.004793437001470354,-0.34104872124589236,-1.2269606525492804,-1.0243125133833018,0,0,1,0,0,0,0,0
150,151,-0.9660278341722432,-2.5095004260348066,-3.150896785213799,-0.6473429185426307,0.5960882005384741,0.9199885697956853,3.0438203471343384,1.1440035606711048,0,0,0,0,0,1,0,0
151,152,0.1386276886974145,-2.0222244700512415,-2.2026952302936005,0.8537658437419622,1.951557860114794,-0.11958851264466341,1.7578570748579623,-0.30154048869849964,0,0,1,0,0,0,0,0
152,153,-0.7391406651966955,-0.4260863171714619,-0.5618338829323067,0.882761429155918,0.6083835547897161,-0.8039719959994285,0.03951161702560427,-1.3856985257257028,0,1,0,0,0,0,0,0
153,154,-0.793462374004577,0.11481398918623181,0.8741026769625805,-0.5007336029654106,-1.627507986474027,0.9108444063437635,0.052917954700279705,-0.6629265010409007,0,1,0,0,0,0,0,0
154,155,0.12994766240835,-0.324973801288544,0.0820340817153302,-0.9553348087263938,-0.7795011296307877,0.2604657808258324,-0.8318549471860734,1.866775585355907,1,0,0,0,0,0,0,0
155,156,-1.9187625444687233,-1.3632501767439522,0.01816483589334667,2.52584373526614,2.2023085695416396,-0.8834119159879983,1.5349093615084082,1.1440035606711048,1,0,0,0,0,0,0,0
156,157,-0.3114565960237111,-0.014814302229429994,0.11583845055306384,-0.6646267943890424,0.7585359112518539,-0.9191313044720675,-0.6820942214814173,1.866775585355907,1,0,0,0,0,0,0,0
157,158,-0.49745303340773905,-0.4689510013344092,-0.5264288639224405,-0.37929209370315514,-0.734790750535362,0.2261751678811259,-0.15480908387506265,0.05984552364390145,1,0,0,0,0,0,0,0
158,159,-0.5053707219646842,0.5416450002268489,-0.8969932284175126,-0.04173843828411452,1.3107090930803604,-0.7711101585940849,-0.14265209423130548,-1.3856985257257028,0,0,0,0,0,0,1,0
159,160,-0.8339009334872767,-0.99058293203982,0.16868270771327729,-0.3550729234879221,-1.2362921693890527,0.6108015430775824,0.3646919835435105,-1.0243125133833018,0,1,0,0,0,0,0,0
160,161,-0.5863000529347918,-0.4653308486785379,-0.5889381684515108,-0.9633019811400556,-0.3201019844252893,-0.09187026718102587,-0.05916648494203192,-1.0243125133833018,0,0,1,0,0,0,0,0
161,162,0.6818417702499113,1.3223871635667876,0.05627303887045832,-0.15950361268747915,-0.19938396086764035,0.3870552936133733,-0.440800985302106,-1.747084538068104,0,0,0,0,0,0,1,0
162,163,0.3908825858692101,-0.23553037411278654,0.022737995412744207,-0.021491687611695204,-0.34282976046546415,-0.07443920560080008,-0.9944453975026798,0.7826175483287037,0,1,0,0,0,0,0,0
163,164,-0.23199165508986191,0.13777019557739462,-0.07671927699025191,-0.8457544059721739,-0.4445458729075573,0.003571938848407008,-0.8111488587905564,0.7826175483287037,1,0,0,0,0,0,0,0
164,165,0.6749466804195542,-0.30705470480149133,-0.27155269843172897,-0.4585690869009564,-0.8700396472990245,0.3299042720388625,-0.7906907365893238,0.42123153598630253,1,0,0,0,0,0,0,0
165,166,-0.581783252813079,-0.5513111355792667,-0.7349152676374009,0.7361469194627396,-0.9579700595200283,0.3973424774967853,0.05211473267384894,0.05984552364390145,1,0,0,0,0,0,0,0
166,167,1.2846037077649106,0.3461374016562127,0.20610816513404218,0.23027685516066193,1.5912667219041563,-0.9862837548221175,-0.5489918192720797,-0.6629265010409007,0,0,0,0,1,0,0,0
167,168,-0.29928543826186005,-0.318618826400044,-0.2195529627807748,-0.826655646437647,-1.7418920396598243,0.9985712244606373,-0.509640894548419,0.7826175483287037,0,0,1,0,0,0,0,0
168,169,-1.8394079658374731,1.1888567790390112,-1.5467918482051308,1.4676777383519857,0.25815225187554847,0.6076582368909844,1.5460277354679433,1.866775585355907,0,0,0,0,0,1,0,0
169,170,-0.53912981523496,-0.39179972375527,-0.44126039943934675,0.20879567959481973,-1.65582455990113,0.9325617945420777,-0.19648089250810188,-0.30154048869849964,0,0,0,0,0,1,0,0
170,171,-0.32895286571501864,-0.3070119062197825,-0.028552134977160613,-0.8488316844625108,-1.4572359594189477,0.7802543220460065,-0.5198966162676095,0.42123153598630253,0,0,0,1,0,0,0,0
171,172,0.36260377705138847,0.2022918952431505,0.3100728886132752,0.0011915828745108627,-0.0995307808878562,-0.26103729104157725,-1.2262307456256691,0.05984552364390145,0,1,0,0,0,0,0,0
172,173,-0.19436802839023745,-0.494625661425216,-0.14623147024954866,-0.3552008672536976,-0.041407288063803,-0.3056150878696957,-0.47991537352994407,1.1440035606711048,0,0,1,0,0,0,0,0
173,174,1.1070400163095016,-2.9205776241468238,-0.5723292719562018,-1.1784046686294714,0.9157674110707673,0.10330047149592803,-0.5307223281251865,0.7826175483287037,0,0,1,0,0,0,0,0
174,175,-0.7772625959727376,-0.49993266562057886,-0.7710635103620725,-0.9988743292398172,-0.1468492654305149,-0.2247463923417632,0.19776933096774507,-1.747084538068104,0,1,0,0,0,0,0,0
175,176,-1.066560216137061,-0.7190137093624105,-0.8559444029772483,1.2545799357430125,-0.10884544319940334,0.8891270181454494,0.5852952226713216,1.5053895730135058,0,0,0,0,0,1,0,0
176,177,0.05975055505795176,-0.14037275844113564,0.3375522675638866,0.9552812690091551,-1.4240757615898405,0.7548221174453493,-0.8697400384564734,-0.6629265010409007,0,1,0,0,0,0,0,0
177,178,-0.7835477688478832,0.21456850399427205,1.0050503163183608,0.6984584968557017,0.7127077726790426,-0.8839834262037434,0.11261136473876042,1.1440035606711048,0,0,1,0,0,0,0,0
178,179,1.63007052891899,1.3188613762881765,0.17863872346562984,-0.8282052792580887,0.07856556250892245,-0.39762823260465785,0.17973786648783271,-0.6629265010409007,0,0,1,0,0,0,0,0
179,180,-0.13826038134692678,-0.15589432595842134,0.2970253321691937,-0.6537240246339763,-0.9274179671381542,0.3739105586512359,-0.7319676217430686,1.5053895730135058,0,0,0,0,0,1,0,0
180,181,0.723698250486603,0.349215949576147,0.006859473311737538,0.7667068110954873,-1.696436487579475,0.9637091013001857,-1.1817102481678823,0.05984552364390145,1,0,0,0,0,0,0,0
181,182,-0.8552635667194373,-0.35383722678913265,0.45579777630396223,0.09990876573435961,-0.33649579009361225,-0.07929704243463354,0.06351632615144846,-0.6629265010409007,0,0,1,0,0,0,0,0
182,183,-0.6421711945486639,-0.5368335893931405,-0.6857214477750043,-0.767023722174076,-1.2470971776704474,0.6190884412058866,0.0673846483448113,-1.3856985257257028,0,1,0,0,0,0,0,0
183,184,-0.5124707340452754,-0.39762778069817567,-0.6454113007600827,-0.3228762789465111,-0.6360553300329637,0.15045006429489938,-0.1281894822453233,-1.747084538068104,0,1,0,0,0,0,0,0
184,185,-0.26888976817354027,-0.5244643825415402,0.19435576327551712,-0.36853004409281237,-1.5466567176097992,0.8488355479354195,-0.4037622605005711,1.5053895730135058,1,0,0,0,0,0,0,0
185,186,-0.32668735573077123,-0.2146498587398864,-0.3375873920815662,-0.5680211176842551,-1.38234607443411,0.7228175453636236,-0.5101821990567829,0.7826175483287037,0,0,0,0,0,1,0,0
186,187,-0.9877869425216727,0.578083402970106,-0.9618511507004508,1.4517143778843513,1.3040025362160463,-0.19445635090727253,0.31791130994345257,0.05984552364390145,0,0,0,1,0,0,0,0
187,188,-0.42166504306240393,0.18101372137164418,0.15532126303557584,0.7286011355925945,-0.7970126947764961,0.845406486640949,-0.6099310664428681,-1.747084538068104,0,0,0,0,0,0,1,0
188,189,-0.388401030240763,-0.12546072520029924,0.4034804803533154,-0.9564996106888388,-1.2467245911779854,0.618802686098014,-0.489067300888885,0.7826175483287037,0,1,0,0,0,0,0,0
189,190,0.8592269444952693,0.6200228804373074,-0.581786371200175,0.5648688462327425,0.5361017752521112,-0.17702528932704675,-0.6773437581661798,-0.30154048869849964,0,0,0,0,0,0,1,0
190,191,-0.6250460367822345,-0.4708190276841325,-0.6722125402460315,-1.0424520288867616,-0.2802352297318682,-0.12244606372338906,0.012382711670519048,-0.30154048869849964,1,0,0,0,0,0,0,0
191,192,0.3639544579536808,-1.4624275631378956,-2.7782884510137476,-0.5070596331946108,2.420271667631839,-0.47906843834833546,1.8363966314187505,0.05984552364390145,0,0,1,0,0,0,0,0
192,193,-0.05250176170596148,0.03813986283272226,0.19929016625649473,-0.2521746434133082,-0.6028951322038565,0.12501785969424217,-0.9417080462559584,0.7826175483287037,0,0,0,0,0,1,0,0
193,194,-1.0627955631363764,0.23945096168810368,0.7984205051985308,0.6380904891232662,-0.8983562207261274,0.35162166023717667,0.26316697449756987,1.866775585355907,1,0,0,0,0,0,0,0
194,195,0.09057976241382286,-2.2030046785041124,-1.079224850670519,-0.5835316384734208,1.8859826374415036,-0.06929561365909409,1.2781973006308252,1.866775585355907,0,0,0,0,0,1,0,0
195,196,-0.6847314627050467,0.5102224730555434,1.085654636828454,-0.2749829053617871,0.28758658478003757,-0.5579368481211602,0.09433671236659574,1.1440035606711048,0,0,1,0,0,0,0,0
196,197,-1.9241257645827843,0.6199200291731722,-0.6982237784103197,1.4704055491117793,1.2626454355527774,-0.16273753393341894,1.1520124858183853,-0.30154048869849964,0,0,1,0,0,0,0,0
197,198,0.23354877115865,-0.1662837075535649,-0.09943196553819869,-0.7608639031710017,0.7525745273724639,-0.9145592227461066,-1.0144935740138001,-1.0243125133833018,0,0,0,1,0,0,0,0
198,199,-0.29135431692569647,-0.28507340301286066,0.16416116733932,-0.6911521516745966,-0.5525959557215027,0.08644092013144733,-0.5570249240165722,-0.30154048869849964,0,1,0,0,0,0,0,0
199,200,-0.8792213393332705,0.5086086998258192,-0.5391194835133435,-1.1784046686294714,2.315947449742513,-0.9705672238891271,0.003773128842094581,0.05984552364390145,0,0,0,1,0,0,0,0
200,201,-0.19290327711628258,-0.08359013937188811,0.7448939041647311,-0.87218937327706,0.3974996000562922,-0.6422346049435634,-0.47670471705603856,1.1440035606711048,0,0,0,1,0,0,0,0
201,202,0.9791676667483015,1.8153966023612522,-2.1623155494702297,1.7825799064068213,-0.18336274169177944,0.9462780397199602,1.2519587353048254,0.7826175483287037,0,0,1,0,0,0,0,0
202,203,0.4851909350369734,0.3489265097696305,-0.5375055868657715,-0.0527451774391933,-0.728084193671048,0.7925417916845263,-0.9582357009198391,-1.3856985257257028,0,0,0,0,0,0,0,1
203,204,-0.5817123025000135,-0.4807719253561492,-0.6397763514022065,0.06437861335453766,0.4023432244582963,-0.6459494213459065,-0.03200532769591838,-1.0243125133833018,0,0,1,0,0,0,0,0
204,205,-0.8512996325181003,-0.711115384780099,-0.7006005133105755,-1.1784046686294714,-0.03730883664672227,0.8342620374339194,0.3383011591061697,0.05984552364390145,0,0,0,1,0,0,0,0
205,206,-0.9687756843975156,-1.150197274230952,0.6929319260464111,1.3938605490460494,1.2723326843567868,-0.1701671667381055,0.6869986086979749,-0.6629265010409007,0,1,0,0,0,0,0,0
206,207,-2.585067643063736,1.267972331382402,-0.013481281770945763,-0.6939443244505145,-1.151715035600206,0.5459351335905129,0.1315593405022974,-1.747084538068104,0,1,0,0,0,0,0,0
207,208,-0.06624889845983951,1.050799021123862,-0.07407485254846344,-1.1784046686294714,1.339025666507463,-0.7928275467923989,-0.6001836631301907,-1.0243125133833018,0,0,0,0,0,0,1,0
208,209,2.9648368844308672,2.418154678517961,2.153459287836578,3.8678938464017865,1.4023653702259826,-0.2698956993856265,2.634722507730393,-0.30154048869849964,0,0,1,0,0,0,0,0
209,210,0.35550584926445555,-0.27173588090294354,-0.2671347339950303,-1.0276389784131745,0.6426615120962091,-0.8302614659237033,-0.8847568862224563,-1.3856985257257028,0,1,0,0,0,0,0,0
210,211,-1.8226320208577267,-1.234354311581782,-0.6406403710195582,0.9801868902834604,0.5364743617445733,0.39419917131018734,1.451333248542337,1.1440035606711048,0,0,1,0,0,0,0,0
211,212,1.2191309674770061,0.11529729115245058,0.7612597308435027,-0.5141277081922151,1.4291915976832383,-0.8619802828975568,-0.3520492521828557,0.05984552364390145,0,0,0,0,1,0,0,0
212,213,-0.15973634632731507,-0.23177023873006614,-0.021412525337047534,1.121829271629366,-0.035073317691950906,-0.31047292470352916,-0.7134202219136653,0.05984552364390145,0,0,0,1,0,0,0,0
213,214,1.7172469455122865,1.3621209747830532,-0.0637893961304637,-0.7483278942676034,-0.10921802969186534,-0.2536076582368909,0.2776448796863606,-0.30154048869849964,1,0,0,0,0,0,0,0
214,215,-0.7239566582597623,0.44592819580115267,1.056925527726301,-0.25810940475544775,-0.4382119025357056,-0.001285897985426443,0.09993245467506312,2.228161597698308,1,0,0,0,0,0,0,0
215,216,-1.1638453242025615,0.19408231643349622,-0.07016933958271862,-1.0369611265442673,0.6288758118751193,-0.24817831118731237,0.1961764203843914,-0.30154048869849964,0,0,0,0,0,0,1,0
216,217,-0.7448984459878524,-0.5795353766837773,-0.6444902648298964,-0.23972178778208114,0.20636272942334735,-0.4956422346049436,0.1557933560586829,-1.3856985257257028,0,1,0,0,0,0,0,0
217,218,-0.8975622646937428,-0.5470321938455823,-0.6356834983836269,0.6756373984438804,-1.1900914443237798,0.5753679097013862,0.2655576980694543,-1.0243125133833018,0,0,1,0,0,0,0,0
218,219,-0.7602769674624656,-0.4572925568041088,-0.6984860766059475,-0.43284192020504264,-1.478845975981737,0.7968281183026149,0.1296806195725625,-1.0243125133833018,0,0,0,1,0,0,0,0
219,220,-1.6057162024570486,-1.038635298989025,0.6950888531544562,1.4085988440799702,-0.0030308793402294277,0.8079725675096441,1.1537611611390823,0.7826175483287037,0,0,1,0,0,0,0,0
220,221,-0.7364139605342921,0.5054936892815458,1.020320654497711,-0.2631877011208783,0.4843122527999102,-0.13730532933276174,0.09373338088431782,-0.30154048869849964,0,0,0,0,0,0,1,0
221,222,-1.5312060796952744,-0.4819088869243411,2.863697384874153,1.249586826312698,-0.10437440528986061,0.8856979568509789,2.145452050922786,1.1440035606711048,0,0,1,0,0,0,0,0
222,223,-0.1682945816860832,0.15633285220696716,0.21775401756795104,0.006548483933592397,-1.2005238661127122,0.5833690527218174,-0.8608208651553738,0.7826175483287037,0,0,0,1,0,0,0,0
223,224,-0.9748108646391197,0.19165313147209312,1.0505204166822277,-0.6755727820601988,-1.56267793678566,0.8611230175739393,0.31140368372495647,-0.30154048869849964,0,0,1,0,0,0,0,0
224,225,0.35468755617210096,0.11831698965591861,-0.1961368960248104,-1.0747406995318323,-1.7247530610065778,0.9854264894984999,-1.2461842509897274,-0.6629265010409007,0,0,0,1,0,0,0,0
225,226,-0.7073968231334571,-0.6248133596105087,-0.5255766231183974,-0.7728805771069026,-0.09319681051600444,-0.2658951278754107,0.10556575971011446,-0.6629265010409007,0,0,0,0,0,1,0,0
226,227,-0.7260562124169458,-0.4509932376288372,-0.3149942853322348,0.4853893457811441,-0.6617637980128336,0.17016716673810528,-0.036431083968078454,-1.3856985257257028,0,0,1,0,0,0,0,0
227,228,-0.21704048977090387,0.09559209072671629,0.16044300800988495,-0.02721418213917301,-0.7869528594800252,0.26618088298328324,-0.8093371916084734,1.866775585355907,0,0,0,0,0,1,0,0
228,229,0.692996228105363,0.13882153683007117,0.5567057508987299,-0.892663828231097,-0.4877659060331353,0.6082297471067295,-0.8875112519582528,0.05984552364390145,0,0,0,0,0,0,0,1
229,230,-0.9771634077888786,0.6725671884178868,-0.6480522471854417,-1.1784046686294714,1.2007960778041056,-0.11530218602657527,0.17528107959273542,1.5053895730135058,1,0,0,0,0,0,0,0
230,231,-0.554768173070326,-0.43581855991885826,-0.7104259976898096,0.25024380083596637,0.4030883974432203,-0.6465209315616516,-0.04282960738103767,-1.3856985257257028,0,1,0,0,0,0,0,0
231,232,-2.080756100459152,1.928050107038562,-1.7398915803331427,1.8737293150617829,2.072275883672444,-0.7836833833404773,2.1399789916837695,0.7826175483287037,0,1,0,0,0,0,0,0
232,233,-0.5956183676920049,-0.45189806018889644,-0.5547900076833925,-0.38752875397265224,-0.5388102555004131,0.07586798114016302,-0.07303879801737578,-1.3856985257257028,0,1,0,0,0,0,0,0
233,234,-0.8377210107570144,0.35448528337941354,1.0774612503064398,-0.21873480290281555,-1.1256339811278744,0.525932276039434,0.20403621380740125,0.42123153598630253,0,0,0,1,0,0,0,0
234,235,-0.719187571884369,-0.46568547257266274,-0.6107971136043486,-0.7372699128147469,-0.9471650512386338,0.3890555793684811,0.06107751638421499,-1.0243125133833018,0,0,0,1,0,0,0,0
235,236,-1.0232244358380231,0.5840967236409206,0.13663098360493528,0.07845142872139657,0.96383106859835,-0.5050721531647377,0.06755315104675874,-0.6629265010409007,0,0,0,0,1,0,0,0
236,237,-1.0345597206717074,-1.327894202089276,-0.12105759057537739,0.9593860154328161,0.34496490461916673,-0.6019431347335333,0.7645824949661374,-0.6629265010409007,0,0,0,1,0,0,0,0
237,238,-0.281734198240922,-0.19472691605202855,-0.04107467523592597,-0.24390627478119606,0.7931864550508088,-0.9457065295042149,-0.6280997070766037,1.1440035606711048,1,0,0,0,0,0,0,0
238,239,1.6487118742599585,1.146704457907665,-3.2116730363753603,0.18922888629819945,0.29615607410666034,-0.5645092156022289,0.08753672919839592,-0.30154048869849964,0,0,0,1,0,0,0,0
239,240,0.6441562439161136,0.005048363329277424,-0.5033415567178774,0.49261764730841606,0.23840516777506918,0.05129304186312322,-0.8713797296053387,0.05984552364390145,0,0,0,0,0,0,0,1
240,241,1.0024340124700875,-0.4271037187353211,0.011436723397601482,1.1331306278308801,-0.3994629073196698,0.5405057865409346,-0.5474964809571519,-0.6629265010409007,0,0,0,0,0,0,0,1
241,242,-0.19663281649716843,-0.3268159288015604,-0.6075622381440808,0.31697224085162395,-1.5362242958208663,0.8408344049149878,-0.41708656362687796,0.05984552364390145,0,0,0,1,0,0,0,0
242,243,-0.19385945236444027,-0.2368736414500133,-0.03347159160782948,-1.1784046686294714,0.42059996258892857,-0.6599514216316618,-0.6806561885189188,0.7826175483287037,0,1,0,0,0,0,0,0
243,244,-0.274967742522509,-0.4116356589310995,0.20919588563513805,-0.44890511144849765,-0.7977578677614198,0.2744677811115874,-0.47910346224365163,1.5053895730135058,0,0,0,1,0,0,0,0
244,245,1.760980813938634,-1.2033223319995574,1.260696521890827,3.7358460894107925,0.717923983573509,0.2550364337762536,0.9486093136389688,1.1440035606711048,0,0,0,0,0,1,0,0
245,246,-1.9336606042579438,-2.885326020138411,-3.2116730363753603,-0.7927090846677197,2.3368122933203783,-0.41505929418488363,3.5387872095859465,0.7826175483287037,0,0,1,0,0,0,0,0
