Vote,Occupation_Satisfaction,Avg_monthly_expense_when_under_age_21,AVG_lottary_expanses,Most_Important_Issue,Avg_monthly_expense_on_pets_or_plants,Looking_at_poles_results,Avg_environmental_importance,Married,Gender,Voting_Time,Financial_balance_score_(0-1),%Of_Household_Income,Yearly_IncomeK,Overall_happiness_score,Garden_sqr_meter_per_person_in_residancy_area,Avg_Residancy_Altitude,Yearly_ExpensesK,%Time_invested_in_work,Avg_government_satisfaction,Avg_Satisfaction_with_previous_vote,Avg_monthly_household_cost,Will_vote_only_large_party,Phone_minutes_10_years,Avg_size_per_room,Weighted_education_rank,%_satisfaction_financial_policy,Avg_monthly_income_all_years,Last_school_grades,Age_group,Number_of_differnt_parties_voted_for,Political_interest_Total_Score,Number_of_valued_Kneset_members,Main_transportation,Occupation,Avg_education_importance,Num_of_kids_born_last_10_years,Financial_agenda_matters
Browns,2,337.179997,38307.46475,Healthcare,112.3933323,Yes,340.8339619,Yes,Male,After_16:00,0.716709288,0.693692821,840.1084624,0.175420525,99.63077519,0.387,9613,22.93951218,374.9451017,4158.229822,45176.38756,Yes,116167.7896,19.36349921,222.2965396,69.9369628,12754.65448,80,45_and_up,1,575.5905544,8,Public_or_other,Hightech,408.1131333,1,No
Greys,7,55.5836279,10860.51439,Military,18.52787597,No,586.171583,No,Female,After_16:00,0.958542587,0.180294574,108.0047658,6.93065081,32.46747388,6.147,5853,19.19266162,575.36313,7012.44209,67300.58209,No,343597.1248,23.9867282,114.7860551,29.56878643,371.8100638,30,Below_30,1,822.2399487,6,Public_or_other,Public_Sector,491.5919468,0,No
Reds,7,,16664.29606,Other,36.41127571,Yes,457.6685582,Yes,Female,After_16:00,0.645523435,0.010727181,842.9508633,5.81907247,94.96084491,7.744,4256,16.24901318,521.6376213,5619.960825,62607.08165,No,209460.5092,22.8393875,84.10421897,81.78285894,1372.192275,50,Below_30,4,799.9299858,10,Car,Industry_or_other,569.3785416,0,No
Purples,2,590.8015596,72282.77946,Financial,196.9338532,Yes,367.0409038,Yes,Male,After_16:00,0.948034257,0.46119736,91.43540449,4.083678105,88.32377223,5.549,4451,31.86099702,,4596.281842,53961.14833,Yes,134719.025,21.51595692,142.4875863,2.890287712,38989.87639,60,45_and_up,2,685.6629566,12,Car,Services_or_Retail,464.6322085,0,No
Violets,3,490.1173052,26170.91295,Education,163.3724351,No,160.1917296,Yes,Male,After_16:00,0.572805153,0.56506661,359.5425035,4.944885399,12.97811961,11.192,,89.6596483,97.40028055,1796.717857,15451.19846,Yes,25661.39024,9.869158047,599.1714785,79.7734624,26863.92498,100,30-45,1,210.9819605,14,Foot_or_bicycle,Hightech,214.6050702,1,Yes
Yellows,2,-80.24795753,-15425.98821,Healthcare,-26.74931918,,576.6871338,No,Female,By_16:00,0.264951042,0.298156705,902.8174235,8.338924092,,6.113,7887,48.76154854,570.3591991,6907.589737,69729.54036,Maybe,332568.0503,23.88219419,160.0665818,98.79249081,698.7767572,80,30-45,1,881.7990177,11,Motorcycle_or_truck,Services_or_Retail,621.6140502,0,Yes
Blues,2,1571.182472,165947.2047,Financial,523.7274905,Yes,316.8579226,Yes,Male,After_16:00,0.538722142,0.548788239,69.3086572,7.463519971,19.29138619,4.767,9233,20.04729842,702.1462889,4572.871804,71110.91118,Maybe,100398.9431,26.49804312,285.6097088,14.19916181,274824.2118,60,45_and_up,1,871.283178,11,Public_or_other,Services_or_Retail,415.3314515,0,No
Purples,7,341.534177,51888.82838,Social,,Yes,455.7859671,Yes,Male,By_16:00,0.392963881,0.568975759,62.01107404,2.26026393,14.52312255,0.593,9407,1.150090946,378.8260442,5315.511759,49796.05408,No,207740.8478,19.46345407,129.4154469,13.13875013,13084.46629,70,30-45,5,641.7744083,12,Car,Public_Sector,510.5047435,0,Yes
Browns,9,305.2780166,32894.94521,Environment,101.7593389,Yes,323.2621751,Yes,Female,After_16:00,0.753508986,0.73585279,928.723387,6.05512189,68.93756886,4.522,5478,26.87846364,374.9182902,3982.458331,44299.45943,No,104498.4338,19.36280688,246.0793313,32.83898579,10466.72239,90,45_and_up,0,561.2861403,9,Car,Public_Sector,383.0669233,2,No
Blues,7,1124.608209,58972.0449,Education,374.869403,Yes,157.3135722,Yes,Male,After_16:00,0.030927854,0.717780807,129.092111,9.19567334,98.30799783,5.595,8405,91.0010396,829.1472232,3231.430169,69645.86187,Maybe,24747.56001,28.79491662,669.8732835,45.4715658,140911.9387,100,Below_30,2,775.8715383,12,Public_or_other,Hightech,27.81536058,0,Yes
Reds,8,204.1474597,31566.9732,Other,68.04915323,Yes,463.8848789,Yes,Female,By_16:00,0.213862066,0.26599929,435.505413,5.079594885,35.55154791,5.9,6100,72.97453161,372.6199988,5384.088786,49805.87838,No,215189.1809,19.30336755,135.0330057,35.37714998,4708.736409,50,30-45,1,645.0124767,7,Foot_or_bicycle,Services_or_Retail,526.5319797,0,Yes
Whites,4,231.9118347,42714.97947,Social,77.3039449,Yes,552.5588575,No,Male,After_16:00,0.218755869,0.479495266,549.7465678,5.771671261,31.0381734,3.787,6213,81.54856216,396.4916066,6318.571788,52030.22513,No,305321.291,19.91209699,118.8194457,39.25733243,6063.203842,70,45_and_up,3,,8,Motorcycle_or_truck,Public_Sector,474.6693923,0,Yes
Reds,3,165.8891891,32360.16527,Other,55.29639636,Yes,585.2129145,No,Female,By_16:00,,0.635463525,367.7560657,6.974750091,65.56785717,3.566,8434,66.9473039,473.0146813,6798.158507,61900.49292,Yes,342474.1553,21.74890069,144.4771988,92.95151965,3122.987847,50,45_and_up,2,790.9888277,10,Public_or_other,Services_or_Retail,613.5086462,1,No
Reds,5,488.1779058,84098.63795,Other,162.7259686,No,516.8114142,No,Male,After_16:00,0.453697027,0.876132709,339.7819055,9.640559305,17.83075309,5.376,6624,79.26622452,451.3393911,6070.792924,57227.6667,Yes,267094.0378,21.24474973,62.98892551,56.67164964,26652.46683,50,45_and_up,1,726.0327103,8,Motorcycle_or_truck,Student_or_Unemployed,536.2922338,0,No
Khakis,5,317.0564561,1630.818769,Education,105.6854854,No,15.43086795,Yes,Female,After_16:00,0.599253991,0.136871866,986.1690693,3.243936864,0.291366037,11.157,4843,77.38956956,59.00517059,272.3190207,6259.242078,No,238.1116856,7.681482318,791.7473026,83.91795214,11285.1073,100,Below_30,0,82.39782024,16,Foot_or_bicycle,Hightech,55.50015981,0,Yes
Purples,4,243.7608644,26707.42595,Social,81.25362148,Yes,328.6921305,Yes,Male,After_16:00,0.671105798,0.403896914,642.2823134,5.103800308,76.94370858,2.772,7228,56.98144494,380.2518639,,47563.24167,Yes,108038.5166,19.50004779,209.0258086,61.98346857,6693.404625,70,Below_30,1,626.2986371,13,Motorcycle_or_truck,Services_or_Retail,502.4054929,,Yes
Browns,4,667.5735016,111674.4895,Healthcare,222.5245005,No,501.8525566,No,Male,After_16:00,0.300165002,0.155805214,170.786204,5.730176538,51.84717241,4.112,5888,65.40011135,412.2700721,5843.06571,52263.63282,No,251855.9885,20.30443479,93.60441638,30.17350356,49749.67784,80,Below_30,3,654.9355725,8,Foot_or_bicycle,Student_or_Unemployed,467.414504,1,Yes
Browns,2,306.5813876,51723.34209,Healthcare,102.1937959,No,506.1299627,No,Male,By_16:00,0.263262337,0.346304368,844.5398561,,,6.825,3175,21.3509565,441.6801839,5944.659995,55082.1542,Yes,256167.5391,21.01618861,60.65465189,19.20758921,10555.76571,80,45_and_up,2,690.3758166,8,Motorcycle_or_truck,Industry_or_other,484.5013097,0,No
Purples,1,324.759468,43408.11448,Social,108.253156,No,400.9870574,Yes,Male,After_16:00,0.438505757,0.614957468,927.9054042,9.065541995,85.2757246,2.833,7167,16.72672962,399.3850862,4808.640746,50175.74385,Maybe,160790.6202,19.98462124,141.2192236,99.60040487,11836.99894,70,Below_30,2,647.5486959,13,Foot_or_bicycle,Public_Sector,496.0068251,2,Yes
Browns,9,353.5530522,60832.99657,Financial,117.8510174,Yes,516.1855868,No,Female,After_16:00,0.491348581,0.054265243,801.1958743,8.221425489,43.32258063,4.763,5237,25.1428494,445.8240872,6053.504042,55610.87214,No,266447.56,21.11454681,58.33630696,81.8896618,14016.71332,60,Below_30,1,695.6817631,6,Car,Student_or_Unemployed,485.6430519,0,No
Purples,2,905.2884277,143186.6829,Healthcare,301.7628092,No,474.5007619,Yes,Male,By_16:00,0.381666883,0.655912236,178.7996124,3.097235477,0.638643978,4.233,5767,8.524639183,357.8618418,5460.731303,48855.75209,No,225150.9731,18.91723663,147.2332703,26.55749649,91372.55584,80,Below_30,2,633.8799033,12,Car,Public_Sector,528.708339,0,Yes
Browns,10,986.9495885,157769.6392,Education,328.9831962,Yes,479.5674706,Yes,Female,After_16:00,0.906168308,0.248773681,824.5975729,9.514486715,99.63212505,2.601,7399,85.4606315,453.3922014,5702.459109,55211.47238,Yes,229984.9589,21.29300827,59.57822125,7.701384393,108568.9265,100,45_and_up,4,690.5194951,9,Foot_or_bicycle,Student_or_Unemployed,469.0195336,0,Yes
Purples,5,527.3026694,58171.05805,Education,175.7675565,Yes,330.9544674,Yes,Female,By_16:00,0.117286639,0.456405388,968.8999883,3.807909223,17.29879742,0.211,9789,97.04574454,399.0866138,4107.717902,48284.25934,No,109530.8595,19.97715229,199.6934778,61.4535545,31080.00146,100,45_and_up,1,625.5582751,13,Motorcycle_or_truck,Industry_or_other,466.5697519,0,Yes
Khakis,8,,,Healthcare,320.4199047,Yes,93.35867886,Yes,Female,After_16:00,0.497508418,0.951822756,360.3266729,6.395626029,33.0187958,8.168,7832,69.70627515,105.4528629,1144.492514,10440.09612,No,8715.842918,10.26902444,743.7960352,44.33002051,102999.3352,80,30-45,2,113.303652,14,Foot_or_bicycle,Hightech,18.12041495,1,No
Khakis,10,541.5508763,12085.91609,Financial,180.5169588,No,66.95169346,Yes,Male,By_16:00,0.780056765,0.216655256,95.8751603,9.754352737,86.54410376,7.672,,18.81234397,485.638088,1640.79311,41789.54066,No,4482.529257,22.03719782,604.6399333,85.24088655,32776.88936,60,Below_30,1,482.9067274,12,Public_or_other,Industry_or_other,78.27455779,1,No
Khakis,3,923.0882939,77411.53705,Healthcare,307.696098,Yes,251.5843963,Yes,Female,After_16:00,0.636423496,0.730560142,781.7935869,6.294236572,82.54121316,12.293,3707,75.60504829,419.1147715,3354.073506,45425.94151,Maybe,63294.70847,,310.9879771,23.96974401,94994.5848,80,45_and_up,3,568.0101046,14,Foot_or_bicycle,Industry_or_other,331.2967412,1,Yes
Reds,7,,94533.54365,Other,206.4945635,Yes,457.8016102,Yes,Male,By_16:00,0.54245211,0.546565558,81.89811604,5.675087129,83.83974163,8.514,3486,76.13308576,467.2177337,5512.451569,59937.76112,Yes,209582.3143,21.61521996,152.1982125,95.54428305,42856.49931,50,Below_30,3,787.5307963,11,Foot_or_bicycle,Hightech,642.5093499,0,No
Purples,5,396.8547436,48865.77314,Education,132.2849145,No,369.3979265,Yes,Male,After_16:00,0.783292622,0.90823329,653.1330599,8.635996566,30.65847862,5.253,4747,24.30596815,458.3339329,4610.647131,52598.77293,Yes,136454.8281,21.40873497,158.8920549,16.569663,17641.58353,100,45_and_up,0,659.2728007,14,Foot_or_bicycle,Industry_or_other,419.6649368,0,No
Purples,4,332.008744,48759.083,Environment,110.6695813,Yes,440.5825198,Yes,Male,By_16:00,0.885426007,0.603601699,552.5737051,9.505844142,74.98882795,0.873,9127,52.30333249,397.2805789,5200.386355,52247.06156,No,194112.9567,19.93189853,134.8807827,10.38852113,12368.42581,90,30-45,0,683.6697385,11,Car,Industry_or_other,564.1179312,6,Yes
Reds,7,745.3295704,109948.1529,Other,248.4431901,Yes,442.5484671,Yes,Female,By_16:00,0.460148465,0.664831195,929.1509795,8.677051307,94.87991924,6.243,5757,35.77391016,405.4808524,5236.446376,53777.89908,Maybe,195849.1457,20.13655513,149.583083,43.71168686,61982.46191,50,30-45,2,709.5377648,10,Public_or_other,Services_or_Retail,600.700302,1,No
Blues,8,2001.692274,519692.0977,Social,667.230758,No,778.8791081,No,Male,After_16:00,0.79345881,0.075906523,95.49539443,1.032158597,70.81362044,9.048,4952,85.59532263,487.3919012,8763.574884,70629.06868,No,606652.6651,22.07695407,409.6929649,81.77360739,,70,30-45,2,,12,Car,Student_or_Unemployed,,0,No
Purples,6,289.742442,36211.46215,Environment,96.58081399,No,374.9343234,Yes,Female,By_16:00,0.88802539,0.842341706,288.0824155,5.618793129,85.04140696,3.206,6794,10.70696337,363.8368404,4477.016915,50873.44474,Yes,140575.7469,19.0745076,250.6499364,68.40323075,9434.434445,90,Below_30,4,699.5686324,13,Car,Services_or_Retail,669.2440874,3,No
Purples,4,671.3982744,96989.25419,Healthcare,223.7994248,No,433.3757974,Yes,Male,After_16:00,0.506492426,0.389584178,232.6011874,6.569683424,53.04687573,4.233,5767,33.71648763,486.9070406,5307.572055,,Maybe,187814.5818,22.06597019,115.5008831,46.32745527,50319.98197,80,45_and_up,3,778.2718038,11,Foot_or_bicycle,Public_Sector,593.4357749,1,No
Yellows,3,826.8516622,68130.87053,Social,275.6172207,Yes,247.1938087,Yes,Male,By_16:00,0.807195627,0.552387058,600.4753464,6.513553902,52.30329169,7.015,6985,90.56043676,564.3513323,3600.640751,63298.95447,Maybe,61104.77904,23.7560799,281.7544095,76.75421194,76250.46959,70,45_and_up,2,835.864996,13,Car,Student_or_Unemployed,606.4588322,0,No
Purples,10,429.5138358,54205.07315,Environment,143.1712786,No,378.6029829,Yes,Female,By_16:00,0.4948125,0.518529007,423.3254669,3.351785084,85.80156453,6.858,3142,80.70647849,400.0824593,4586.194748,49530.53422,Yes,143340.2187,20.00206138,158.2470092,0.28102058,20651.1863,90,45_and_up,3,638.9711806,12,Public_or_other,Industry_or_other,482.0733378,1,No
Khakis,4,485.8518864,11880.16297,Social,161.9506288,No,73.35669554,Yes,Male,By_16:00,0.585089333,0.852522046,442.2034377,5.443406827,38.39120201,9.526,6474,52.03799135,,1586.438121,39474.64694,Maybe,5381.20478,20.65031678,539.0698236,6.953634345,26399.9568,70,30-45,1,480.5350091,13,Public_or_other,Services_or_Retail,178.8146298,3,Yes
Browns,3,251.2449857,25718.35082,Education,83.74832858,No,307.0909146,Yes,Male,By_16:00,0.096524382,0.300447006,752.0177092,2.879264918,27.06025075,3.145,6855,21.83718912,350.978378,3772.865903,42283.83414,No,94304.82986,18.73441694,267.1668611,35.94584379,7107.530869,100,30-45,2,541.9161175,10,Car,Hightech,390.6529716,0,Yes
Whites,2,184.6065413,35206.05236,Education,61.53551376,,572.1257565,No,Female,After_16:00,0.799203568,0.35702711,103.8054393,2.141505124,64.20172607,1.757,8243,78.27381876,386.1797589,6493.617082,51237.10719,Yes,327327.8812,19.65145691,140.1158019,80.46999178,3858.154967,100,45_and_up,4,635.5697634,11,Car,Public_Sector,461.5908096,0,No
Khakis,8,298.5078713,1665.897671,Education,99.50262377,No,16.74224868,Yes,Female,After_16:00,0.468521112,0.004133478,133.8864593,0.329737954,60.34309042,12.169,3831,67.08427803,63.82896623,295.0804192,5756.711838,No,280.3028907,7.989303238,811.2538582,34.62383614,10010.27476,100,Below_30,2,67.07195343,16,Foot_or_bicycle,Services_or_Retail,15.90331791,0,Yes
Browns,6,716.8867876,71135.51003,Education,238.9622625,Yes,297.6851209,Yes,Male,After_16:00,0.07590883,0.219408357,200.6838163,1.025503201,20.16415761,6.447,3553,11.699497,362.9392398,3702.729689,43132.83427,Maybe,88616.43123,19.05096427,266.8035443,37.72065714,57351.92518,100,Below_30,2,552.8713939,10,Car,,392.9151319,2,Yes
Purples,6,932.4521135,112781.8261,Social,310.8173712,Yes,362.8556077,Yes,Male,After_16:00,0.514386263,0.678240188,54.49912883,1.014250782,5.091213714,1.508,8492,73.9065435,455.8230454,4540.202168,54052.75003,No,131664.1921,21.35001277,144.1276751,99.96960359,96928.25558,70,30-45,2,694.7515423,10,Car,,496.4504813,0,Yes
Khakis,8,112.6460625,1259.369604,Environment,37.54868751,Yes,33.53964379,Yes,Male,By_16:00,0.021845363,0.435648541,618.1394833,0.490510508,38.66136745,6.912,9088,83.43180709,83.04283209,,8054.363659,No,1124.907705,9.112783992,778.6012371,7.211361849,1457.452621,90,30-45,3,96.36997298,14,Foot_or_bicycle,Industry_or_other,36.55491943,6,No
Blues,5,1657.168767,386032.0476,Financial,552.389589,No,698.8401941,No,Female,After_16:00,0.593944005,0.39784795,621.9979727,2.625125526,56.59688425,4.221,9779,35.37862438,153.0029818,7294.407905,29351.6359,Maybe,488377.617,12.36943741,483.9767018,73.33687707,305696.6476,60,Below_30,1,321.3065738,11,Car,Public_Sector,227.4397416,1,No
Pinks,7,134.1777462,30206.85315,Healthcare,44.72591539,No,675.3769685,No,Male,After_16:00,0.332154824,0.20302455,761.5086616,7.760527271,58.23334358,5.994,4006,17.6239176,646.5752462,8046.920177,74498.4537,No,456134.0496,25.42784392,228.74426,16.32454076,2055.133423,80,Below_30,2,894.9124955,9,Public_or_other,Services_or_Retail,490.9141541,0,No
Purples,9,268.4861509,34131.01044,Social,89.49538364,Yes,381.371743,Yes,Female,By_16:00,0.914298383,0.009969024,456.9211481,7.780443176,84.33408958,5.264,4736,70.08065514,400.7506665,4615.218763,49895.92575,Yes,145444.4063,20.01875787,154.8037185,34.76420806,8108.919076,70,45_and_up,3,645.6074002,9,Motorcycle_or_truck,Hightech,493.5892522,0,Yes
Greens,8,271.2757425,28733.45209,Financial,90.4252475,,317.7591755,Yes,Female,After_16:00,0.319451925,0.871028327,709.752541,9.802528569,51.82635104,4.063,5937,49.96389821,503.2362951,4184.064345,60087.04417,No,100970.8936,22.43292881,222.281469,,8277.150632,60,45_and_up,2,798.3023783,9,Public_or_other,Hightech,627.2275903,0,Yes
Turquoises,10,282.6879688,3620.918099,Financial,94.22932292,Yes,38.42665942,Yes,Male,After_16:00,0.209855207,0.528650166,752.3088504,2.849510002,19.09863292,12.917,3083,20.36793532,13.88043414,412.0274625,2023.230667,Yes,1476.608154,3.725645466,829.5812521,89.72455587,8983.394621,60,45_and_up,1,21.97728983,9,Motorcycle_or_truck,Industry_or_other,11.28446633,2,No
Yellows,6,1055.635755,223383.0687,Financial,351.8785851,No,634.8299618,No,Male,By_16:00,,0.668855457,916.009224,2.536793712,34.8907073,4.179,9821,60.83027178,550.1292361,7448.55809,69250.47138,No,403009.0803,23.45483396,192.6677679,15.51752558,124180.4172,60,45_and_up,0,872.6867682,8,Foot_or_bicycle,Public_Sector,628.1749192,0,Yes
Khakis,1,42.84011441,1150.967375,Financial,14.28003814,No,80.599741,Yes,Male,By_16:00,0.241750816,0.269076597,414.4175362,4.765540485,83.86896159,12.141,3859,14.56864614,231.5164873,1269.030385,22634.27742,No,6496.318249,15.21566585,626.8573292,8.508129301,228.1995273,60,Below_30,1,,12,Public_or_other,Hightech,119.2505583,0,Yes
Yellows,8,865.5850642,164027.4936,Healthcare,288.5283547,Yes,568.4969635,No,Female,After_16:00,0.90707635,0.984007989,564.9253791,6.153906714,9.875486372,9.303,4697,58.84590826,356.1719785,6397.313592,51636.02576,Maybe,323188.7975,18.87251913,181.0330937,45.5199857,83547.13985,80,45_and_up,2,670.4005444,13,Motorcycle_or_truck,Industry_or_other,585.9921348,0,No
Reds,2,405.5581857,78857.96958,Foreign_Affairs,135.1860619,Yes,,No,Female,By_16:00,0.271993285,0.271459715,631.073571,0.532266039,75.8971316,3.05,8950,89.01705008,503.2293189,6839.750064,63472.47823,No,340272.8887,22.43277332,114.2899394,28.74940201,18420.45739,40,45_and_up,3,800.3161989,6,Public_or_other,Hightech,578.1537953,0,Yes
Khakis,1,859.3307362,10934.39236,Financial,286.4435787,No,38.17293586,Yes,Male,By_16:00,0.857370344,0.715687064,100.2630801,0.147822141,92.2747283,12.788,3212,31.14622119,179.4046271,740.5386127,16540.39502,Yes,1457.173032,13.39420125,709.6666423,6.656460022,82346.36737,60,45_and_up,1,198.7398264,,Motorcycle_or_truck,Student_or_Unemployed,66.91673687,0,No
Purples,6,268.2295914,38807.47489,Environment,89.40986379,Yes,434.040197,Yes,Male,After_16:00,0.189621563,0.02816936,476.0069258,8.494573256,55.08463799,6.039,3961,34.02354156,490.7192102,5321.84039,57404.58679,Maybe,188390.8926,22.15218297,73.81540557,7.108937181,8093.533607,90,Below_30,1,719.1462356,12,Motorcycle_or_truck,Student_or_Unemployed,468.1898534,1,Yes
Purples,3,399.2339832,52069.28036,Environment,133.0779944,No,391.2688991,Yes,Female,By_16:00,0.068655006,0.54788425,728.9024258,9.997729391,2.861563908,3.12,6880,70.83734681,471.4754951,4855.639981,56116.0202,Yes,153091.3514,21.71348648,112.9197842,5.052093533,17852.83059,90,30-45,3,718.8115596,12,Foot_or_bicycle,Services_or_Retail,510.7134481,0,Yes
Purples,3,913.7509586,128775.0853,Education,304.5836529,Yes,422.7905342,Yes,Female,By_16:00,0.972772486,0.618008735,249.678131,7.133109032,8.018060424,6.978,3022,18.66603135,431.2925916,5090.490525,55119.06446,No,178751.8358,20.76758512,133.0804718,41.58526042,93085.78524,100,Below_30,2,722.3601696,15,Foot_or_bicycle,Industry_or_other,583.8355675,0,Yes
Purples,9,805.596913,110458.7649,Environment,268.5323043,Yes,411.3425577,Yes,Male,By_16:00,0.557454843,0.110286413,431.0214748,7.620595291,62.90527822,3.858,6142,4.558916995,346.8353821,4807.096341,47521.88348,Maybe,169202.6998,18.62351691,185.5465037,66.22023694,72388.13078,90,30-45,2,631.1606525,11,Car,Student_or_Unemployed,555.7491058,0,Yes
Purples,7,93.12103416,10778.99035,Environment,31.04034472,Yes,347.2574305,Yes,Female,After_16:00,0.527679714,0.206205753,499.1265652,5.458158883,55.98851549,6.871,3129,64.99306427,421.373302,4315.320909,51868.26843,Maybe,120587.7231,20.52737933,174.9002057,33.36687698,1004.543345,90,Below_30,3,680.375366,12,Public_or_other,,532.8273023,0,No
Greens,10,282.9933152,27014.51952,Healthcare,94.33110508,Yes,286.379763,Yes,Female,By_16:00,0.236521421,0.06018311,343.5072629,7.934407855,16.40603128,2.688,7312,49.25557713,482.1460253,3828.089681,58012.26539,Maybe,82013.36866,21.95782378,252.5737853,68.05179932,,80,Below_30,0,779.3547773,12,Motorcycle_or_truck,Hightech,633.5707564,0,Yes
Greens,2,234.5985912,20605.57263,Education,78.19953041,Yes,,Yes,Female,After_16:00,0.357640606,0.901003239,853.3186088,1.735255232,49.02754326,5.351,4649,13.66698788,501.3198563,,59754.33027,No,69432.22553,22.39017321,285.2797993,64.24687062,6203.366086,100,30-45,1,807.3040084,12,Public_or_other,Student_or_Unemployed,659.5322847,0,No
